BathroomCount,BedroomCount,ConstructionYear,District,Furnished,Garden,Kitchen,LivingArea,MonthlyCharges,NumberOfFacades,PEB,Price,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfProperty,TypeOfSale
2.0,4,1996.0,Verviers,0.0,1.0,INSTALLED,125.0,30.0,3.0,F,85000,Liège,Wallonie,6.0,1.0,TO_RENOVATE,house,1348.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1996.0,Verviers,0.0,1.0,INSTALLED,97.0,30.0,2.0,D,195000,Liège,Wallonie,6.0,1.0,GOOD,house,204.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1970.0,Oudenaarde,0.0,1.0,INSTALLED,113.0,30.0,4.0,B,385000,East Flanders,Flanders,6.0,1.0,GOOD,bungalow,856.0,0.0,1.0,1.0,1,residential_sale
1.0,8,2011.0,Neufchâteau,0.0,1.0,HYPER_EQUIPPED,495.0,30.0,4.0,B,720000,Luxembourg,Wallonie,6.0,4.0,AS_NEW,house,864.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1996.0,Mons,0.0,1.0,NOT_INSTALLED,125.0,30.0,3.0,G,159000,Hainaut,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,600.0,0.0,1.0,1.0,1,residential_sale
2.0,10,1996.0,Tournai,0.0,1.0,NOT_INSTALLED,557.0,30.0,4.0,E,525000,Hainaut,Wallonie,6.0,2.0,TO_RENOVATE,house,949.0,0.0,1.0,1.0,1,residential_sale
3.0,4,1980.0,Tournai,0.0,1.0,INSTALLED,231.0,30.0,4.0,C,440000,Hainaut,Wallonie,6.0,3.0,AS_NEW,villa,3430.0,0.0,1.0,1.0,1,residential_sale
0.0,3,1919.0,Antwerp,0.0,1.0,SEMI_EQUIPPED,189.0,30.0,2.0,F,288000,Antwerp,Flanders,6.0,2.0,TO_RENOVATE,house,360.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1950.0,Sint-Niklaas,0.0,1.0,INSTALLED,195.0,30.0,3.0,F,149000,East Flanders,Flanders,6.0,1.0,TO_RENOVATE,house,245.0,0.0,1.0,2.0,1,residential_sale
2.0,3,1918.0,Liège,0.0,1.0,NOT_INSTALLED,150.0,30.0,2.0,G,110000,Liège,Wallonie,6.0,2.0,TO_RENOVATE,apartment_block,60.0,0.0,1.0,2.0,1,residential_sale
2.0,3,2004.0,Brugge,0.0,1.0,INSTALLED,147.0,30.0,3.0,B,1565000,West Flanders,Flanders,14.0,2.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
2.0,3,1918.0,Liège,0.0,1.0,NOT_INSTALLED,150.0,30.0,2.0,G,110000,Liège,Wallonie,6.0,2.0,TO_RENOVATE,house,60.0,0.0,1.0,2.0,1,residential_sale
1.0,4,1904.0,Antwerp,0.0,1.0,SEMI_EQUIPPED,191.0,30.0,2.0,C,530000,Antwerp,Flanders,14.0,1.0,JUST_RENOVATED,house,250.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1996.0,Mons,0.0,1.0,HYPER_EQUIPPED,160.0,30.0,4.0,D,254998,Hainaut,Wallonie,9.0,1.0,GOOD,house,1400.0,0.0,1.0,2.0,1,residential_sale
2.0,4,2010.0,Mons,0.0,1.0,HYPER_EQUIPPED,250.0,30.0,4.0,A+,9999999,Hainaut,Wallonie,11.0,2.0,GOOD,villa,913.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1996.0,Soignies,0.0,1.0,INSTALLED,130.0,30.0,2.0,C,210000,Hainaut,Wallonie,6.0,1.0,GOOD,house,300.0,0.0,1.0,2.0,1,residential_sale
1.0,7,1996.0,Marche-en-Famenne,0.0,1.0,HYPER_EQUIPPED,524.0,30.0,3.0,E,599000,Luxembourg,Wallonie,6.0,1.0,AS_NEW,exceptional_property,1369.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1970.0,Dendermonde,0.0,1.0,INSTALLED,139.0,30.0,4.0,F,339000,East Flanders,Flanders,6.0,1.0,TO_BE_DONE_UP,house,510.0,0.0,1.0,1.0,1,residential_sale
0.0,1,1996.0,Namur,0.0,1.0,USA_SEMI_EQUIPPED,57.0,30.0,3.0,G,125000,Namur,Wallonie,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2022.0,Nivelles,0.0,1.0,INSTALLED,117.0,30.0,2.0,A+,545000,Walloon Brabant,Wallonie,14.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
0.0,3,1996.0,Charleroi,0.0,1.0,INSTALLED,170.0,30.0,2.0,E,219900,Hainaut,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,221.0,0.0,1.0,2.0,1,residential_sale
1.0,1,1996.0,Huy,0.0,1.0,INSTALLED,125.0,30.0,4.0,B,197000,Liège,Wallonie,4.0,1.0,GOOD,house,1265.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1996.0,Halle-Vilvoorde,0.0,1.0,INSTALLED,172.0,30.0,2.0,F,359000,Flemish Brabant,Flanders,6.0,1.0,GOOD,house,159.0,0.0,1.0,2.0,1,residential_sale
2.0,3,1930.0,Hasselt,0.0,1.0,INSTALLED,225.0,30.0,3.0,C,319000,Limburg,Flanders,6.0,1.0,TO_BE_DONE_UP,house,679.0,0.0,1.0,1.0,1,residential_sale
2.0,3,1918.0,Brugge,0.0,1.0,HYPER_EQUIPPED,275.0,30.0,2.0,B,995000,West Flanders,Flanders,6.0,2.0,AS_NEW,mansion,140.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1996.0,Charleroi,0.0,1.0,INSTALLED,174.0,30.0,3.0,C,279900,Hainaut,Wallonie,6.0,1.0,GOOD,house,299.0,0.0,1.0,1.0,1,residential_sale
3.0,5,1974.0,Brussels,0.0,1.0,INSTALLED,350.0,30.0,4.0,E,999500,Brussels,Brussels,6.0,1.0,GOOD,villa,734.0,0.0,1.0,3.0,1,residential_sale
2.0,3,1996.0,Virton,0.0,1.0,INSTALLED,360.0,30.0,3.0,C,495000,Luxembourg,Wallonie,6.0,1.0,AS_NEW,house,800.0,0.0,1.0,3.0,1,residential_sale
1.0,3,1996.0,Liège,0.0,1.0,INSTALLED,125.0,30.0,3.0,G,239000,Liège,Wallonie,17.0,1.0,GOOD,house,453.0,0.0,1.0,2.0,1,residential_sale
1.0,1,2023.0,Verviers,0.0,1.0,USA_HYPER_EQUIPPED,73.0,30.0,2.0,A,225000,Liège,Wallonie,6.0,1.0,AS_NEW,penthouse,356.0,0.0,1.0,1.0,2,residential_sale
2.0,4,1950.0,Brussels,0.0,1.0,INSTALLED,250.0,30.0,3.0,G,850000,Brussels,Brussels,6.0,2.0,JUST_RENOVATED,duplex,356.0,0.0,1.0,2.0,2,residential_sale
1.0,10,1988.0,Mons,1.0,1.0,INSTALLED,225.0,30.0,3.0,E,595000,Hainaut,Wallonie,6.0,5.0,AS_NEW,apartment_block,128.0,0.0,1.0,1.0,1,residential_sale
1.0,2,1975.0,Nivelles,0.0,1.0,INSTALLED,102.0,30.0,2.0,G,235000,Walloon Brabant,Wallonie,6.0,1.0,GOOD,penthouse,356.0,0.0,1.0,2.0,2,residential_sale
1.0,5,1954.0,Nivelles,0.0,1.0,INSTALLED,277.0,30.0,4.0,C,699999,Walloon Brabant,Wallonie,6.0,2.0,GOOD,house,742.0,0.0,1.0,2.0,1,residential_sale
1.0,5,1954.0,Nivelles,0.0,1.0,INSTALLED,277.0,30.0,4.0,C,699999,Walloon Brabant,Wallonie,6.0,2.0,GOOD,mixed_use_building,742.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1996.0,Namur,0.0,1.0,INSTALLED,250.0,30.0,2.0,B,299000,Namur,Wallonie,6.0,1.0,GOOD,house,467.0,0.0,1.0,2.0,1,residential_sale
1.0,4,1945.0,Veurne,0.0,1.0,HYPER_EQUIPPED,515.0,30.0,4.0,D,410000,West Flanders,Flanders,2.0,1.0,GOOD,house,643.0,0.0,1.0,5.0,1,residential_sale
1.0,1,2024.0,Liège,0.0,1.0,INSTALLED,43.0,30.0,2.0,A,190000,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1950.0,Brussels,0.0,1.0,HYPER_EQUIPPED,140.0,30.0,2.0,G,590000,Brussels,Brussels,6.0,1.0,GOOD,house,74.0,0.0,1.0,2.0,1,residential_sale
1.0,1,1996.0,Charleroi,0.0,1.0,USA_INSTALLED,69.0,30.0,4.0,B,175500,Hainaut,Wallonie,5.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
0.0,1,1996.0,Brussels,0.0,1.0,INSTALLED,44.0,30.0,3.0,B,190000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1996.0,Huy,0.0,1.0,HYPER_EQUIPPED,112.0,30.0,4.0,F,274000,Liège,Wallonie,12.0,1.0,GOOD,house,1025.0,0.0,1.0,1.0,1,residential_sale
1.0,2,2012.0,Mons,0.0,1.0,INSTALLED,77.0,30.0,2.0,B,170000,Hainaut,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,2008.0,Charleroi,0.0,1.0,INSTALLED,125.0,30.0,3.0,B,140000,Hainaut,Wallonie,5.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,2008.0,Charleroi,0.0,1.0,INSTALLED,125.0,30.0,3.0,C,150000,Hainaut,Wallonie,5.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,8,1996.0,Neufchâteau,0.0,1.0,SEMI_EQUIPPED,300.0,30.0,4.0,E,260000,Luxembourg,Wallonie,6.0,1.0,GOOD,house,1540.0,0.0,1.0,4.0,1,residential_sale
2.0,4,1976.0,Brugge,0.0,1.0,HYPER_EQUIPPED,308.0,30.0,4.0,C,864000,West Flanders,Flanders,6.0,2.0,GOOD,villa,1860.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1996.0,Dinant,0.0,1.0,SEMI_EQUIPPED,110.0,30.0,3.0,F,75000,Namur,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,90.0,0.0,1.0,1.0,1,residential_sale
1.0,4,1996.0,Mons,0.0,1.0,INSTALLED,125.0,30.0,4.0,B,465000,Hainaut,Wallonie,6.0,1.0,AS_NEW,house,2000.0,0.0,1.0,2.0,1,residential_sale
1.0,1,1970.0,Brussels,0.0,1.0,USA_INSTALLED,60.0,30.0,3.0,E,230000,Brussels,Brussels,5.0,1.0,GOOD,ground_floor,356.0,0.0,1.0,1.0,2,residential_sale
0.0,3,1971.0,Liège,0.0,1.0,SEMI_EQUIPPED,153.0,30.0,3.0,F,260000,Liège,Wallonie,6.0,1.0,GOOD,house,502.0,0.0,1.0,2.0,1,residential_sale
1.0,6,1900.0,Namur,0.0,1.0,INSTALLED,125.0,30.0,3.0,D,345000,Namur,Wallonie,6.0,2.0,TO_BE_DONE_UP,house,299.0,0.0,1.0,4.0,1,residential_sale
1.0,2,2024.0,Liège,0.0,1.0,HYPER_EQUIPPED,85.0,30.0,2.0,A+,249000,Liège,Wallonie,6.0,1.0,GOOD,duplex,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2024.0,Liège,0.0,1.0,HYPER_EQUIPPED,105.0,30.0,2.0,A+,279000,Liège,Wallonie,6.0,1.0,GOOD,duplex,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1996.0,Liège,0.0,1.0,INSTALLED,147.0,30.0,2.0,E,299000,Liège,Wallonie,6.0,1.0,JUST_RENOVATED,duplex,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,2015.0,Namur,0.0,1.0,INSTALLED,125.0,30.0,3.0,A,315000,Namur,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1971.0,Brugge,0.0,1.0,SEMI_EQUIPPED,107.0,30.0,3.0,F,225000,West Flanders,Flanders,6.0,1.0,TO_RENOVATE,house,362.0,0.0,1.0,1.0,1,residential_sale
1.0,2,1996.0,Brussels,0.0,1.0,NOT_INSTALLED,130.0,30.0,2.0,G,345000,Brussels,Brussels,6.0,1.0,TO_RENOVATE,house,166.0,0.0,1.0,2.0,1,residential_sale
1.0,4,1920.0,Mechelen,0.0,1.0,INSTALLED,189.0,30.0,3.0,F,299000,Antwerp,Flanders,6.0,1.0,TO_RENOVATE,house,831.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1977.0,Liège,0.0,1.0,INSTALLED,177.0,30.0,4.0,F,375000,Liège,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,1405.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1800.0,Nivelles,0.0,1.0,SEMI_EQUIPPED,173.0,30.0,3.0,F,395000,Walloon Brabant,Wallonie,17.0,1.0,TO_BE_DONE_UP,house,1810.0,0.0,1.0,1.0,1,residential_sale
2.0,2,2009.0,Brugge,0.0,1.0,INSTALLED,58.0,30.0,2.0,B,529000,West Flanders,Flanders,6.0,2.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,3,1918.0,Nivelles,0.0,1.0,NOT_INSTALLED,148.0,30.0,2.0,F,295000,Walloon Brabant,Wallonie,6.0,1.0,TO_RENOVATE,house,237.0,0.0,1.0,2.0,1,residential_sale
1.0,3,2017.0,Verviers,0.0,1.0,HYPER_EQUIPPED,111.0,30.0,2.0,B,299000,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,4,1974.0,Aalst,1.0,1.0,INSTALLED,205.0,30.0,3.0,D,375000,East Flanders,Flanders,6.0,2.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
5.0,6,1989.0,Brugge,0.0,1.0,HYPER_EQUIPPED,289.0,30.0,4.0,B,5875000,West Flanders,Flanders,6.0,5.0,JUST_RENOVATED,villa,988.0,1.0,1.0,5.0,1,residential_sale
1.0,3,1996.0,Charleroi,0.0,1.0,INSTALLED,160.0,30.0,2.0,C,219000,Hainaut,Wallonie,6.0,1.0,GOOD,house,312.0,0.0,1.0,1.0,1,residential_sale
1.0,2,2015.0,Thuin,1.0,1.0,INSTALLED,42.0,30.0,4.0,B,25000,Hainaut,Wallonie,6.0,1.0,AS_NEW,bungalow,175.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1965.0,Halle-Vilvoorde,0.0,1.0,SEMI_EQUIPPED,170.0,30.0,2.0,C,429000,Flemish Brabant,Flanders,6.0,1.0,GOOD,house,303.0,0.0,1.0,2.0,1,residential_sale
1.0,2,1868.0,Tournai,0.0,1.0,SEMI_EQUIPPED,153.0,30.0,4.0,G,279000,Hainaut,Wallonie,6.0,1.0,TO_BE_DONE_UP,farmhouse,1200.0,0.0,1.0,1.0,1,residential_sale
2.0,4,1880.0,Brussels,0.0,1.0,INSTALLED,570.0,30.0,4.0,E,970000,Brussels,Brussels,6.0,2.0,GOOD,house,233.0,0.0,1.0,4.0,1,residential_sale
4.0,15,1937.0,Nivelles,0.0,1.0,HYPER_EQUIPPED,621.0,30.0,4.0,D,1150000,Walloon Brabant,Wallonie,6.0,2.0,GOOD,house,2989.0,0.0,1.0,3.0,1,residential_sale
1.0,2,1970.0,Namur,0.0,1.0,INSTALLED,85.0,30.0,3.0,C,155000,Namur,Wallonie,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,2001.0,Brussels,0.0,1.0,HYPER_EQUIPPED,116.0,30.0,2.0,C,435000,Brussels,Brussels,6.0,1.0,TO_BE_DONE_UP,apartment,356.0,0.0,1.0,1.0,2,residential_sale
3.0,5,1850.0,Nivelles,0.0,1.0,HYPER_EQUIPPED,350.0,30.0,4.0,C,545000,Walloon Brabant,Wallonie,6.0,1.0,GOOD,house,3000.0,0.0,1.0,3.0,1,residential_sale
2.0,3,2022.0,Brussels,0.0,1.0,HYPER_EQUIPPED,106.0,30.0,2.0,A,495000,Brussels,Brussels,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,2000.0,Nivelles,0.0,1.0,INSTALLED,90.0,30.0,2.0,B,199000,Walloon Brabant,Wallonie,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,1,1991.0,Veurne,0.0,1.0,INSTALLED,50.0,30.0,3.0,D,169000,West Flanders,Flanders,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,1,1996.0,Brussels,0.0,1.0,SEMI_EQUIPPED,40.0,30.0,2.0,G,125000,Brussels,Brussels,5.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1965.0,Sint-Niklaas,0.0,1.0,INSTALLED,120.0,30.0,3.0,B,420000,East Flanders,Flanders,6.0,1.0,JUST_RENOVATED,house,400.0,0.0,1.0,2.0,1,residential_sale
2.0,2,1986.0,Brugge,0.0,1.0,INSTALLED,83.0,30.0,3.0,B,1195000,West Flanders,Flanders,12.0,2.0,JUST_RENOVATED,apartment,356.0,0.0,1.0,2.0,2,residential_sale
2.0,4,1950.0,Brussels,0.0,1.0,INSTALLED,166.0,30.0,2.0,E,459000,Brussels,Brussels,6.0,1.0,GOOD,house,102.0,0.0,1.0,3.0,1,residential_sale
1.0,2,1959.0,Liège,0.0,1.0,INSTALLED,146.0,30.0,2.0,G,280000,Liège,Wallonie,6.0,1.0,GOOD,apartment_block,70.0,0.0,1.0,2.0,1,residential_sale
0.0,3,1996.0,Nivelles,0.0,1.0,INSTALLED,189.0,30.0,2.0,D,410000,Walloon Brabant,Wallonie,6.0,3.0,TO_RENOVATE,apartment_block,85.0,0.0,1.0,3.0,1,residential_sale
1.0,4,1930.0,Liège,0.0,1.0,SEMI_EQUIPPED,140.0,30.0,3.0,E,199000,Liège,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,540.0,0.0,1.0,1.0,1,residential_sale
1.0,2,2015.0,Brussels,0.0,1.0,HYPER_EQUIPPED,85.0,30.0,2.0,B,350000,Brussels,Brussels,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1875.0,Liège,1.0,1.0,INSTALLED,113.0,30.0,3.0,D,199000,Liège,Wallonie,6.0,1.0,GOOD,house,290.0,0.0,1.0,1.0,1,residential_sale
3.0,4,2016.0,Brugge,1.0,1.0,HYPER_EQUIPPED,234.0,30.0,3.0,A,1410000,West Flanders,Flanders,6.0,3.0,GOOD,apartment_block,142.0,0.0,1.0,4.0,1,residential_sale
1.0,3,1955.0,Brussels,0.0,1.0,INSTALLED,230.0,30.0,2.0,G,575000,Brussels,Brussels,6.0,3.0,GOOD,house,181.0,0.0,1.0,3.0,1,residential_sale
1.0,3,1955.0,Brussels,0.0,1.0,INSTALLED,230.0,30.0,2.0,G,575000,Brussels,Brussels,6.0,3.0,GOOD,apartment_block,181.0,0.0,1.0,3.0,1,residential_sale
3.0,3,1932.0,Brussels,0.0,1.0,NOT_INSTALLED,270.0,30.0,2.0,F,850000,Brussels,Brussels,6.0,3.0,AS_NEW,duplex,356.0,0.0,1.0,3.0,2,residential_sale
1.0,2,1996.0,Veurne,0.0,1.0,INSTALLED,47.0,30.0,4.0,F,135000,West Flanders,Flanders,6.0,1.0,GOOD,bungalow,75.0,0.0,1.0,1.0,1,residential_sale
1.0,2,1996.0,Liège,0.0,1.0,SEMI_EQUIPPED,59.0,30.0,3.0,F,99000,Liège,Wallonie,6.0,1.0,AS_NEW,house,37.0,0.0,1.0,1.0,1,residential_sale
2.0,2,1996.0,Liège,0.0,1.0,INSTALLED,141.0,30.0,3.0,G,149000,Liège,Wallonie,6.0,2.0,GOOD,house,277.0,0.0,1.0,2.0,1,residential_sale
0.0,1,1950.0,Liège,0.0,1.0,INSTALLED,76.0,30.0,2.0,D,180000,Liège,Wallonie,6.0,1.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,4,1996.0,Thuin,0.0,1.0,SEMI_EQUIPPED,240.0,30.0,3.0,E,250000,Hainaut,Wallonie,14.0,1.0,GOOD,house,2912.0,0.0,1.0,1.0,1,residential_sale
2.0,3,1996.0,Charleroi,0.0,1.0,INSTALLED,148.0,30.0,2.0,C,210000,Hainaut,Wallonie,6.0,2.0,AS_NEW,house,580.0,0.0,1.0,2.0,1,residential_sale
2.0,3,1963.0,Brugge,0.0,1.0,INSTALLED,123.0,30.0,3.0,B,1995000,West Flanders,Flanders,6.0,2.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,1950.0,Charleroi,0.0,1.0,SEMI_EQUIPPED,232.0,30.0,4.0,G,285000,Hainaut,Wallonie,6.0,1.0,TO_RESTORE,house,650.0,0.0,1.0,3.0,1,residential_sale
1.0,3,1930.0,Mouscron,0.0,1.0,NOT_INSTALLED,130.0,30.0,3.0,F,100000,Hainaut,Wallonie,6.0,1.0,TO_RENOVATE,house,87.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1970.0,Kortrijk,0.0,1.0,INSTALLED,250.0,30.0,4.0,F,385000,West Flanders,Flanders,6.0,1.0,GOOD,villa,1250.0,0.0,1.0,2.0,1,residential_sale
2.0,5,1995.0,Virton,0.0,1.0,INSTALLED,250.0,30.0,4.0,C,290000,Luxembourg,Wallonie,6.0,1.0,TO_BE_DONE_UP,house,2140.0,0.0,1.0,1.0,1,residential_sale
1.0,3,1969.0,Brugge,0.0,1.0,INSTALLED,76.0,30.0,2.0,B,815000,West Flanders,Flanders,6.0,1.0,JUST_RENOVATED,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,1975.0,Nivelles,0.0,1.0,INSTALLED,105.0,30.0,3.0,D,320000,Walloon Brabant,Wallonie,6.0,1.0,GOOD,ground_floor,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,1996.0,Brussels,0.0,1.0,SEMI_EQUIPPED,102.0,30.0,2.0,G,225000,Brussels,Brussels,6.0,1.0,TO_BE_DONE_UP,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,1967.0,Brussels,0.0,1.0,NOT_INSTALLED,125.0,30.0,2.0,G,299000,Brussels,Brussels,6.0,1.0,TO_RENOVATE,penthouse,356.0,0.0,1.0,2.0,2,residential_sale
2.0,3,2022.0,Brussels,1.0,1.0,SEMI_EQUIPPED,160.0,30.0,2.0,B,579000,Brussels,Brussels,6.0,2.0,GOOD,house,190.0,0.0,1.0,3.0,1,residential_sale
1.0,4,1914.0,Brussels,0.0,1.0,INSTALLED,195.0,30.0,3.0,G,365000,Brussels,Brussels,6.0,2.0,AS_NEW,house,50.0,0.0,1.0,3.0,1,residential_sale
0.0,1,1996.0,Namur,0.0,1.0,INSTALLED,72.0,30.0,2.0,E,157500,Namur,Wallonie,6.0,1.0,TO_RENOVATE,mixed_use_building,70.0,0.0,1.0,1.0,1,residential_sale
0.0,1,1996.0,Namur,0.0,1.0,INSTALLED,72.0,30.0,2.0,E,157500,Namur,Wallonie,6.0,1.0,TO_RENOVATE,house,70.0,0.0,1.0,1.0,1,residential_sale
1.0,0,1975.0,Brussels,0.0,1.0,INSTALLED,33.0,30.0,2.0,C,190000,Brussels,Brussels,3.0,1.0,GOOD,flat_studio,356.0,0.0,1.0,1.0,2,residential_sale
3.0,0,1996.0,Brussels,0.0,1.0,SEMI_EQUIPPED,125.0,30.0,2.0,F,500000,Brussels,Brussels,6.0,3.0,TO_BE_DONE_UP,apartment_block,130.0,0.0,1.0,3.0,1,residential_sale
1.0,7,1996.0,Halle-Vilvoorde,0.0,1.0,INSTALLED,326.0,30.0,3.0,D,599000,Flemish Brabant,Flanders,6.0,2.0,AS_NEW,house,296.0,0.0,1.0,4.0,1,residential_sale
1.0,4,1996.0,Liège,0.0,1.0,INSTALLED,166.0,30.0,4.0,E,350000,Liège,Wallonie,6.0,1.0,GOOD,villa,910.0,0.0,1.0,2.0,1,residential_sale
0.0,2,1996.0,Brussels,0.0,1.0,INSTALLED,95.0,30.0,2.0,B,349000,Brussels,Brussels,6.0,2.0,JUST_RENOVATED,duplex,356.0,0.0,1.0,2.0,2,residential_sale
0.0,2,1996.0,Brussels,0.0,1.0,INSTALLED,95.0,30.0,2.0,B,349000,Brussels,Brussels,6.0,2.0,JUST_RENOVATED,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,3,2023.0,Liège,0.0,1.0,INSTALLED,148.0,30.0,3.0,A,640000,Liège,Wallonie,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,2.0,2,residential_sale
2.0,3,1960.0,Brugge,0.0,1.0,HYPER_EQUIPPED,100.0,30.0,2.0,A,920000,West Flanders,Flanders,6.0,2.0,TO_RENOVATE,apartment,356.0,0.0,1.0,2.0,2,residential_sale
1.0,2,1977.0,Brussels,0.0,1.0,HYPER_EQUIPPED,107.0,30.0,2.0,F,320000,Brussels,Brussels,6.0,1.0,GOOD,penthouse,356.0,0.0,1.0,1.0,2,residential_sale
1.0,3,2024.0,Antwerp,0.0,1.0,INSTALLED,150.0,30.0,3.0,B,387499,Antwerp,Flanders,6.0,1.0,GOOD,house,150.0,0.0,1.0,2.0,1,residential_sale
2.0,2,2002.0,Brugge,0.0,1.0,INSTALLED,72.0,30.0,2.0,B,495000,West Flanders,Flanders,10.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,1,1996.0,Mons,0.0,1.0,INSTALLED,65.0,30.0,2.0,D,100000,Hainaut,Wallonie,6.0,1.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
2.0,3,1996.0,Mouscron,0.0,1.0,INSTALLED,208.0,30.0,3.0,B,289000,Hainaut,Wallonie,6.0,2.0,AS_NEW,apartment,356.0,0.0,1.0,1.0,2,residential_sale
1.0,2,1969.0,Brussels,0.0,1.0,NOT_INSTALLED,91.0,30.0,2.0,G,299000,Brussels,Brussels,6.0,5.0,GOOD,apartment,356.0,0.0,1.0,1.0,2,residential_sale
4.0,0,1996.0,Antwerp,0.0,1.0,INSTALLED,310.0,30.0,2.0,B,499000,Antwerp,Flanders,6.0,4.0,GOOD,apartment_block,155.0,0.0,1.0,1.0,1,residential_sale
2.0,3,1975.0,Turnhout,0.0,1.0,INSTALLED,131.0,30.0,3.0,C,229000,Antwerp,Flanders,6.0,2.0,GOOD,apartment,356.0,0.0,1.0,3.0,2,residential_sale
2.0,5,1929.0,Brussels,0.0,1.0,NOT_INSTALLED,200.0,30.0,2.0,E,965000,Brussels,Brussels,6.0,2.0,GOOD,house,175.0,0.0,1.0,3.0,1,residential_sale
1.0,2,1900.0,Brussels,0.0,1.0,INSTALLED,100.0,30.0,3.0,F,475000,Brussels,Brussels,6.0,1.0,AS_NEW,duplex,356.0,0.0,1.0,1.0,2,residential_sale
1.0,4,1969.0,Halle-Vilvoorde,0.0,1.0,SEMI_EQUIPPED,230.0,30.0,4.0,E,690000,Flemish Brabant,Flanders,6.0,1.0,TO_RENOVATE,villa,985.0,0.0,1.0,2.0,1,residential_sale
1.0,4,1950.0,Huy,0.0,1.0,INSTALLED,146.0,30.0,4.0,D,325000,Liège,Wallonie,6.0,1.0,AS_NEW,house,695.0,0.0,1.0,2.0,1,residential_sale
1.0,3,1996.0,Halle-Vilvoorde,0.0,1.0,INSTALLED,215.0,30.0,2.0,E,337000,Flemish Brabant,Flanders,6.0,1.0,GOOD,house,245.0,0.0,1.0,1.0,1,residential_sale
